Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Maine,"1,315,753","+/- 1,637","1,128,262","+/- 10,088","146,334","+/- 7,289","36,780","+/- 5,886",13,+/- 22,912,+/- 574,510,+/- 488,0,+/- 192,"2,773","+/- 1,862",418,+/- 464,"2,561","+/- 1,088",0,+/- 189,0,+/- 203,"2,740","+/- 1,387",698,+/- 447,166,+/- 229,149,+/- 231,328,+/- 317,12,+/- 27,0,+/- 157,922,+/- 715,497,+/- 599,189,+/- 212,N/A,N/A,563,+/- 444,"5,156","+/- 1,467",79,+/- 95,185,+/- 289,0,+/- 208,185,+/- 240,295,+/- 269,242,+/- 403,113,+/- 186,"4,489","+/- 1,715",677,+/- 537,0,+/- 195,"1,577",+/- 636,954,+/- 596,0,+/- 149,"1,247",+/- 715,94,+/- 135,128,+/- 146,"3,165","+/- 2,658",589,+/- 424,578,+/- 469,0,+/- 155,158,+/- 162,694,+/- 346,63,+/- 106,"1,358","+/- 1,659",548,+/- 390,513,+/- 825,155,+/- 211,17,+/- 30,70,+/- 119,"4,377",Northeast_states
Maryland,"5,857,213","+/- 3,983","5,078,020","+/- 22,291","572,131","+/- 19,949","161,525","+/- 8,927","1,918","+/- 1,157","1,589","+/- 1,143","1,515","+/- 1,025",203,+/- 265,"8,255","+/- 2,404","2,081",+/- 873,"1,118",+/- 485,"3,445","+/- 1,126","20,845","+/- 3,326","7,820","+/- 1,738","6,161","+/- 2,211",813,+/- 658,175,+/- 213,"2,721","+/- 1,377","1,688",+/- 882,590,+/- 365,"1,378",+/- 649,898,+/- 696,653,+/- 818,479,+/- 357,N/A,N/A,"2,388",+/- 894,935,+/- 600,953,+/- 676,810,+/- 789,762,+/- 584,0,+/- 165,111,+/- 190,280,+/- 243,108,+/- 127,"8,317","+/- 1,742",309,+/- 300,"13,454","+/- 3,124","8,287","+/- 2,491",0,+/- 149,"2,596","+/- 1,056",495,+/- 489,589,+/- 487,"12,752","+/- 2,517",210,+/- 246,"1,737",+/- 642,359,+/- 407,"1,215",+/- 550,"5,385","+/- 2,264","1,836","+/- 1,641",416,+/- 376,"24,308","+/- 3,508","2,223",+/- 944,"4,653","+/- 1,982","1,379","+/- 1,221",313,+/- 284,"45,537",South_states
Massachusetts,"6,619,999","+/- 3,581","5,724,592","+/- 21,615","700,613","+/- 19,699","135,150","+/- 7,947",409,+/- 318,"1,634","+/- 1,023","2,507","+/- 1,667",287,+/- 320,"11,587","+/- 1,992","2,176",+/- 925,"10,718","+/- 1,767",44,+/- 72,845,+/- 379,"10,470","+/- 2,401","3,316","+/- 1,131",548,+/- 419,335,+/- 251,"2,747",+/- 959,293,+/- 218,433,+/- 415,373,+/- 295,"1,299",+/- 820,310,+/- 250,"4,929","+/- 1,590","4,761","+/- 1,580",N/A,N/A,"1,311",+/- 728,739,+/- 470,475,+/- 547,498,+/- 341,0,+/- 165,16,+/- 26,601,+/- 550,"12,184","+/- 2,976","5,991","+/- 1,476",459,+/- 290,"16,555","+/- 2,587","4,112","+/- 1,867",69,+/- 87,"2,863",+/- 983,171,+/- 145,712,+/- 404,"4,759","+/- 1,215","7,964","+/- 2,168",712,+/- 553,35,+/- 62,800,+/- 460,"2,884",+/- 915,402,+/- 411,"2,881","+/- 1,020","5,964","+/- 1,772",940,+/- 510,222,+/- 281,718,+/- 451,92,+/- 116,"59,644",Northeast_states
Michigan,"9,784,094","+/- 4,423","8,296,283","+/- 28,574","1,294,706","+/- 27,760","144,091","+/- 9,108","2,517","+/- 1,136","4,783","+/- 2,017","3,372","+/- 1,340","2,628","+/- 1,877","10,087","+/- 2,260","2,508",+/- 798,"1,202",+/- 486,75,+/- 110,769,+/- 381,"13,416","+/- 2,122","7,187","+/- 2,232",401,+/- 226,339,+/- 210,"13,669","+/- 2,339","12,309","+/- 3,065","1,314",+/- 500,"1,410",+/- 881,"1,985",+/- 693,795,+/- 515,109,+/- 111,"1,727",+/- 792,"2,349","+/- 1,426",N/A,N/A,"1,860",+/- 706,396,+/- 290,"1,578",+/- 761,171,+/- 155,726,+/- 368,"1,591",+/- 851,339,+/- 247,"1,608",+/- 663,"1,549",+/- 645,"4,727","+/- 1,490","3,157","+/- 1,126","1,085",+/- 782,"9,599","+/- 1,981",578,+/- 383,326,+/- 227,"4,154","+/- 1,370",574,+/- 456,"3,231","+/- 1,031",314,+/- 271,"4,529","+/- 1,923","7,139","+/- 1,763",708,+/- 375,268,+/- 446,"2,106","+/- 1,228","1,057",+/- 432,319,+/- 295,"5,297","+/- 1,189",154,+/- 174,"49,014",Midwest_states
Minnesota,"5,353,441","+/- 3,604","4,585,137","+/- 18,773","636,274","+/- 16,853","104,825","+/- 7,533",493,+/- 442,"1,564",+/- 769,"3,389","+/- 1,349",952,+/- 534,"5,557","+/- 1,373","2,467",+/- 931,425,+/- 402,203,+/- 168,187,+/- 240,"2,734",+/- 948,"2,958","+/- 1,307",787,+/- 816,387,+/- 353,"7,601","+/- 1,956",796,+/- 395,"8,059","+/- 1,986",861,+/- 689,166,+/- 163,392,+/- 362,109,+/- 85,993,+/- 511,707,+/- 483,"1,678",+/- 606,N/A,N/A,191,+/- 172,"1,355",+/- 543,693,+/- 493,"1,092",+/- 473,"1,141",+/- 559,0,+/- 185,951,+/- 674,811,+/- 758,"2,979","+/- 1,080","1,711",+/- 683,"10,312","+/- 2,090","2,164",+/- 853,642,+/- 516,"1,687","+/- 1,622","1,148",+/- 509,156,+/- 147,786,"+/- 1,012","2,757","+/- 1,123",631,+/- 327,"6,343","+/- 2,085","1,166","+/- 1,031",198,+/- 201,"1,512",+/- 721,"2,476","+/- 1,232",596,+/- 581,"17,649","+/- 2,740",213,+/- 195,"27,205",Midwest_states
Mississippi,"2,957,797","+/- 3,020","2,531,410","+/- 17,190","350,982","+/- 17,037","68,588","+/- 7,223","7,077","+/- 1,846",401,+/- 388,"1,129",+/- 632,"1,700",+/- 762,"3,074","+/- 1,150",448,+/- 396,190,+/- 184,156,+/- 265,0,+/- 203,"2,551",+/- 913,"3,732","+/- 1,146",178,+/- 191,469,+/- 270,"3,739","+/- 1,734",604,+/- 537,51,+/- 93,218,+/- 146,520,+/- 326,"8,391","+/- 2,664",134,+/- 221,348,+/- 240,308,+/- 384,"2,083","+/- 1,840",217,+/- 244,N/A,N/A,839,+/- 461,105,+/- 105,304,+/- 449,429,+/- 465,40,+/- 85,139,+/- 150,285,+/- 342,302,+/- 241,"1,008",+/- 575,0,+/- 149,"1,466",+/- 910,"1,182",+/- 987,178,+/- 143,922,+/- 775,32,+/- 52,"1,841","+/- 1,109",60,+/- 96,"11,928","+/- 3,237","8,157","+/- 2,638",28,+/- 53,0,+/- 151,"1,116",+/- 663,98,+/- 151,126,+/- 159,285,+/- 226,0,+/- 193,"6,817",South_states
Missouri,"5,973,448","+/- 3,901","5,015,609","+/- 20,692","779,132","+/- 19,774","159,936","+/- 8,247","1,004",+/- 761,438,+/- 415,"3,763","+/- 1,290","8,024","+/- 1,957","6,832","+/- 1,694","4,218","+/- 1,534",723,+/- 535,0,+/- 189,833,+/- 433,"5,924","+/- 1,844","3,322","+/- 1,246",638,+/- 519,768,+/- 601,"24,343","+/- 4,006","3,641","+/- 1,438","4,160","+/- 1,176","22,434","+/- 3,200","3,126","+/- 1,369","2,047",+/- 938,517,+/- 298,"2,321","+/- 1,259","1,364",+/- 564,"1,967",+/- 871,"2,504","+/- 1,529",759,+/- 630,N/A,N/A,764,+/- 668,"3,529","+/- 1,762","1,377",+/- 649,300,+/- 326,"1,572",+/- 786,"1,726","+/- 1,413","2,968","+/- 1,147","5,303","+/- 2,033",288,+/- 239,"2,777","+/- 1,342","7,092","+/- 1,988",970,+/- 633,"3,297","+/- 1,432",288,+/- 320,"1,759","+/- 1,029",742,+/- 725,"2,465","+/- 1,115","9,905","+/- 2,101",217,+/- 169,0,+/- 151,"1,326",+/- 599,"2,443",+/- 843,756,+/- 507,"2,343","+/- 1,550",59,+/- 100,"18,771",Midwest_states
Montana,"1,003,013","+/- 1,606","827,494","+/- 8,870","130,187","+/- 8,740","40,035","+/- 4,850",21,+/- 36,"2,017","+/- 1,335",914,+/- 548,71,+/- 103,"4,228","+/- 1,378","2,054",+/- 861,0,+/- 201,0,+/- 189,12,+/- 23,321,+/- 283,327,+/- 266,87,+/- 161,"2,804","+/- 1,502",890,+/- 622,121,+/- 174,0,+/- 157,305,+/- 303,181,+/- 354,477,+/- 696,20,+/- 40,154,+/- 158,188,+/- 181,397,+/- 310,931,+/- 614,25,+/- 41,345,+/- 276,N/A,N/A,212,+/- 225,771,+/- 394,386,+/- 458,131,+/- 161,564,+/- 490,421,+/- 449,"1,217",+/- 711,"2,494","+/- 1,090",331,+/- 307,486,+/- 364,"2,795","+/- 1,278",789,+/- 640,0,+/- 200,147,+/- 147,370,+/- 264,31,+/- 53,"2,082",+/- 883,"1,797","+/- 1,220",318,+/- 285,501,+/- 301,"5,390","+/- 1,863",50,+/- 53,875,+/- 542,987,+/- 475,"5,297",West_states
Nebraska,"1,842,900","+/- 1,874","1,546,788","+/- 11,720","241,707","+/- 10,381","45,854","+/- 4,131",294,+/- 295,440,+/- 321,"1,585",+/- 742,348,+/- 280,"4,136","+/- 1,406","4,670","+/- 1,315",164,+/- 179,13,+/- 22,49,+/- 58,"1,223",+/- 555,985,+/- 728,356,+/- 247,288,+/- 261,"1,381",+/- 611,151,+/- 218,"7,552","+/- 1,836","2,677",+/- 898,557,+/- 390,277,+/- 265,0,+/- 165,589,+/- 703,269,+/- 298,915,+/- 789,772,+/- 422,71,+/- 114,"2,070",+/- 832,482,+/- 392,N/A,N/A,448,+/- 286,67,+/- 113,211,+/- 161,461,+/- 722,372,+/- 273,357,+/- 326,378,+/- 244,454,+/- 365,"1,089",+/- 598,152,+/- 202,175,+/- 223,0,+/- 200,405,+/- 297,"2,839","+/- 1,116",59,+/- 79,"3,003","+/- 1,388","1,083",+/- 594,0,+/- 151,605,+/- 438,498,+/- 289,36,+/- 60,352,+/- 258,496,+/- 291,"8,551",Midwest_states
Nevada,"2,757,365","+/- 2,854","2,166,730","+/- 21,632","447,480","+/- 18,504","126,583","+/- 10,558",491,+/- 510,"1,466",+/- 816,"3,921","+/- 1,046","1,636","+/- 1,069","47,897","+/- 6,890","2,484","+/- 1,118",763,+/- 770,77,+/- 93,86,+/- 144,"5,800","+/- 2,353",570,+/- 409,"5,416","+/- 2,116","5,194","+/- 2,390","3,322","+/- 1,800",667,+/- 529,439,+/- 405,282,+/- 396,"1,547","+/- 1,596",0,+/- 203,136,+/- 163,"1,599",+/- 919,"1,012",+/- 790,"1,085",+/- 821,406,+/- 348,336,+/- 281,696,+/- 507,"1,098","+/- 1,065","1,112",+/- 852,N/A,N/A,360,+/- 404,502,+/- 331,"2,340","+/- 1,325","3,343","+/- 1,498",761,+/- 464,236,+/- 320,"1,722","+/- 1,042",446,+/- 527,"1,776",+/- 937,"1,833",+/- 773,0,+/- 200,"1,095",+/- 791,710,+/- 692,976,+/- 750,"5,212","+/- 1,855","6,727","+/- 2,051",0,+/- 151,"1,881","+/- 1,043","4,469","+/- 2,126",66,+/- 109,"1,703","+/- 1,133",887,+/- 651,"16,572",West_states
New Hampshire,"1,310,978","+/- 1,470","1,128,583","+/- 9,242","131,200","+/- 8,765","44,867","+/- 3,945",123,+/- 198,598,+/- 552,360,+/- 312,"1,084",+/- 742,"1,642",+/- 813,346,+/- 221,"1,718",+/- 728,0,+/- 189,91,+/- 116,"1,396",+/- 504,513,+/- 500,23,+/- 40,0,+/- 193,753,+/- 633,320,+/- 297,44,+/- 84,637,+/- 979,109,+/- 125,882,"+/- 1,254","3,078","+/- 1,032","1,355",+/- 712,"17,285","+/- 2,602",212,+/- 200,36,+/- 62,0,+/- 208,8,+/- 16,285,+/- 371,74,+/- 126,148,+/- 110,N/A,N/A,803,+/- 502,27,+/- 45,"1,877",+/- 611,666,+/- 643,0,+/- 149,413,+/- 369,51,+/- 62,245,+/- 301,489,+/- 294,"1,468",+/- 621,140,+/- 155,0,+/- 155,321,+/- 299,902,+/- 732,27,+/- 57,"2,417",+/- 972,501,+/- 427,513,+/- 436,550,+/- 884,337,+/- 323,0,+/- 193,"6,328",Northeast_states
New Jersey,"8,803,679","+/- 4,536","7,941,559","+/- 23,812","667,248","+/- 20,440","136,907","+/- 7,795",853,+/- 551,990,+/- 852,979,+/- 740,139,+/- 118,"6,640","+/- 2,144","1,338",+/- 736,"2,042","+/- 1,002","2,265","+/- 1,390",923,+/- 624,"12,460","+/- 2,614","2,989","+/- 1,537",105,+/- 154,0,+/- 193,"1,639",+/- 740,751,+/- 476,71,+/- 118,227,+/- 202,618,+/- 647,589,+/- 492,469,+/- 498,"3,249","+/- 1,377","3,858","+/- 1,075","2,363","+/- 1,276",697,+/- 499,108,+/- 125,"1,068",+/- 801,81,+/- 110,328,+/- 350,951,+/- 547,848,+/- 467,N/A,N/A,103,+/- 164,"48,078","+/- 5,495","3,102","+/- 1,376",0,+/- 149,"1,114",+/- 723,134,+/- 139,861,+/- 453,"19,547","+/- 2,738",356,+/- 362,968,+/- 730,22,+/- 36,"1,187",+/- 722,"4,302","+/- 1,575",370,+/- 297,871,+/- 763,"4,877","+/- 1,644",801,+/- 540,461,+/- 311,115,+/- 143,0,+/- 193,"57,965",Northeast_states
New Mexico,"2,059,689","+/- 2,429","1,764,969","+/- 11,546","224,508","+/- 10,230","56,808","+/- 5,205",63,+/- 87,420,+/- 387,"5,551","+/- 1,670",104,+/- 107,"5,697","+/- 1,806","4,478","+/- 1,450",395,+/- 435,238,+/- 324,71,+/- 125,"1,953","+/- 1,456","1,238",+/- 870,497,+/- 283,68,+/- 76,985,+/- 574,325,+/- 313,104,+/- 107,878,+/- 755,402,+/- 452,201,+/- 234,52,+/- 95,638,+/- 511,913,+/- 572,517,+/- 385,332,+/- 300,184,+/- 240,"1,399",+/- 833,49,+/- 74,256,+/- 266,"1,144",+/- 608,78,+/- 131,513,+/- 387,N/A,N/A,323,+/- 307,"1,030",+/- 874,11,+/- 21,561,+/- 324,848,+/- 955,"1,155",+/- 796,491,+/- 500,0,+/- 200,989,+/- 821,737,+/- 792,622,+/- 670,"13,726","+/- 2,525","2,818","+/- 1,970",0,+/- 151,"1,701","+/- 1,222","1,073",+/- 785,198,+/- 232,509,+/- 332,273,+/- 357,"13,404",West_states
New York,"19,431,954","+/- 5,997","17,297,785","+/- 33,907","1,715,158","+/- 32,741","272,066","+/- 11,081","1,648",+/- 769,"6,790","+/- 2,773","3,642","+/- 1,008",699,+/- 500,"23,533","+/- 4,535","4,058",+/- 944,"14,393","+/- 2,433","1,167",+/- 570,"3,066",+/- 925,"31,672","+/- 3,835","9,165","+/- 2,113","1,034",+/- 587,194,+/- 236,"8,723","+/- 2,041","1,371",+/- 586,831,+/- 616,"2,093",+/- 954,820,+/- 441,"1,576",+/- 588,"1,477",+/- 629,"6,310","+/- 1,591","14,626","+/- 2,145","3,030","+/- 1,079","1,209",+/- 709,702,+/- 471,"2,058",+/- 712,0,+/- 165,280,+/- 206,"1,692","+/- 1,175","2,212",+/- 855,"29,210","+/- 3,440","1,723","+/- 1,545",N/A,N/A,"10,866","+/- 2,636",119,+/- 162,"8,574","+/- 2,495","1,379",+/- 741,"2,020",+/- 977,"24,243","+/- 3,737","2,810","+/- 1,927","5,743","+/- 1,819",443,+/- 310,"1,458",+/- 720,"13,125","+/- 2,518",822,+/- 441,"2,412",+/- 993,"11,810","+/- 2,127","2,792",+/- 914,725,+/- 421,"1,412",+/- 532,309,+/- 332,"146,945",Northeast_states
North Carolina,"9,737,365","+/- 5,593","8,233,641","+/- 32,920","1,176,351","+/- 28,011","275,922","+/- 11,861","3,268","+/- 1,477","4,199","+/- 2,237","4,437","+/- 1,555","1,350",+/- 861,"14,315","+/- 2,791","4,554","+/- 1,429","3,918","+/- 1,886","1,111",+/- 594,"2,032",+/- 694,"24,551","+/- 4,252","20,440","+/- 3,273","1,016",+/- 656,750,+/- 767,"6,500","+/- 2,139","1,888",+/- 992,"1,380",+/- 808,"1,237",+/- 608,"3,911","+/- 1,279","1,474","+/- 1,072",615,+/- 581,"13,538","+/- 3,445","6,177","+/- 1,780","6,438","+/- 1,724","1,969",+/- 823,"1,661",+/- 799,"1,207",+/- 581,750,+/- 622,648,+/- 506,"2,165","+/- 1,189","1,923","+/- 1,130","7,690","+/- 1,944","1,143",+/- 736,"22,751","+/- 3,821",N/A,N/A,0,+/- 149,"8,939","+/- 2,359","1,743","+/- 1,271","1,442",+/- 710,"13,268","+/- 3,125",560,+/- 349,"22,996","+/- 3,454",0,+/- 155,"7,249","+/- 1,922","9,617","+/- 2,552","1,084",+/- 861,863,+/- 636,"30,058","+/- 4,051","1,929",+/- 862,"3,684","+/- 1,684","1,449",+/- 749,35,+/- 56,"51,451",South_states
North Dakota,"714,804","+/- 1,226","593,677","+/- 6,918","78,944","+/- 6,064","38,908","+/- 4,434",0,+/- 192,159,+/- 164,"1,312","+/- 1,178",0,+/- 192,"2,051","+/- 1,187","1,463","+/- 1,377",75,+/- 105,0,+/- 189,116,+/- 150,"1,109",+/- 606,305,+/- 293,0,+/- 185,218,+/- 252,270,+/- 169,769,+/- 899,255,+/- 188,0,+/- 170,22,+/- 51,86,+/- 135,0,+/- 165,147,+/- 138,50,+/- 84,513,+/- 388,"15,790","+/- 2,994",309,+/- 277,492,+/- 356,"1,563",+/- 789,289,+/- 207,297,+/- 291,49,+/- 82,124,+/- 132,81,+/- 70,141,+/- 154,45,+/- 73,N/A,N/A,316,+/- 326,204,+/- 228,"1,058",+/- 775,0,+/- 172,0,+/- 200,48,+/- 91,"2,940","+/- 1,791",128,+/- 181,"2,989","+/- 1,087",487,+/- 570,117,+/- 197,558,+/- 480,642,+/- 369,0,+/- 190,464,+/- 382,857,+/- 750,"3,275",Midwest_states
Ohio,"11,439,593","+/- 5,197","9,748,676","+/- 32,878","1,458,505","+/- 30,005","185,749","+/- 11,791","1,318",+/- 685,663,+/- 538,"2,793",+/- 901,738,+/- 546,"9,126","+/- 2,034","3,654","+/- 1,463","1,365",+/- 754,19,+/- 44,295,+/- 280,"16,042","+/- 3,206","4,389","+/- 1,477",23,+/- 39,"1,359","+/- 1,289","8,352","+/- 2,036","14,000","+/- 2,501","1,163",+/- 655,"1,247",+/- 703,"13,311","+/- 3,138","2,020","+/- 1,042",122,+/- 156,"3,155","+/- 1,267","3,147","+/- 1,476","16,503","+/- 3,461","1,334",+/- 865,"1,354",+/- 934,"1,370",+/- 582,465,+/- 302,383,+/- 509,"1,030",+/- 710,745,+/- 802,"3,181","+/- 1,093","1,208","+/- 1,046","8,011","+/- 2,133","11,127","+/- 5,317",34,+/- 56,N/A,N/A,"1,459",+/- 827,925,+/- 423,"11,772","+/- 2,199","1,021","+/- 1,266","1,730",+/- 992,0,+/- 155,"5,100","+/- 2,115","5,773","+/- 1,733","1,794",+/- 972,393,+/- 267,"5,206","+/- 1,385","3,099","+/- 1,337","9,890","+/- 2,304","2,390",+/- 825,151,+/- 149,"46,663",Midwest_states
Oklahoma,"3,801,521","+/- 2,431","3,131,192","+/- 15,909","545,546","+/- 16,100","109,255","+/- 7,388","1,024",+/- 805,"1,550",+/- 605,"3,203","+/- 1,382","8,702","+/- 2,337","7,959","+/- 1,810","4,354","+/- 1,400",402,+/- 612,56,+/- 89,60,+/- 72,"2,998",+/- 956,"2,855","+/- 1,007",649,+/- 501,679,+/- 664,"1,659",+/- 956,"2,016",+/- 932,386,+/- 274,"6,628","+/- 1,346","1,566",+/- 810,"2,348",+/- 925,187,+/- 303,930,+/- 665,147,+/- 149,"1,376",+/- 751,870,+/- 454,"1,950","+/- 1,246","4,330","+/- 1,605",287,+/- 270,"1,232",+/- 917,"1,153",+/- 768,298,+/- 296,102,+/- 126,"1,408",+/- 883,"1,655",+/- 698,"4,120","+/- 1,640",166,+/- 221,625,+/- 360,N/A,N/A,716,+/- 401,"1,572",+/- 746,387,+/- 368,"1,219",+/- 720,367,+/- 394,"1,385",+/- 557,"27,391","+/- 3,132",568,+/- 462,0,+/- 151,"2,369","+/- 1,151","1,076",+/- 449,589,+/- 551,"1,125",+/- 820,561,+/- 396,"15,528",South_states
Oregon,"3,888,216","+/- 3,139","3,154,813","+/- 21,706","571,472","+/- 19,031","143,841","+/- 11,050",704,"+/- 1,069","3,439","+/- 1,206","7,611","+/- 2,104",608,+/- 470,"31,380","+/- 4,781","6,024","+/- 3,381",251,+/- 297,321,+/- 339,388,+/- 360,"4,099","+/- 1,836",605,+/- 476,"2,404","+/- 1,038","7,191","+/- 2,168","1,577",+/- 671,845,+/- 446,872,+/- 788,798,+/- 531,663,+/- 674,690,+/- 623,47,+/- 77,412,+/- 413,"1,577",+/- 754,"1,283","+/- 1,122","2,457","+/- 1,394",926,+/- 989,558,+/- 365,"2,889","+/- 1,930","1,011",+/- 804,"2,513","+/- 1,166",0,+/- 185,823,+/- 548,"2,203","+/- 1,242","2,951","+/- 1,729",779,+/- 454,"1,154",+/- 999,482,+/- 369,"1,323",+/- 740,N/A,N/A,"1,456",+/- 810,121,+/- 211,666,+/- 633,49,+/- 86,741,+/- 625,"8,185","+/- 2,236","3,518","+/- 1,694",115,+/- 192,"3,264","+/- 1,670","29,782","+/- 3,669",0,+/- 190,"1,064",+/- 769,"1,022",+/- 792,"18,090",West_states
Pennsylvania,"12,639,493","+/- 5,012","11,113,742","+/- 26,981","1,240,573","+/- 25,055","224,280","+/- 10,969",720,+/- 471,667,+/- 397,"2,189",+/- 848,"1,971","+/- 1,256","7,269","+/- 1,507","2,039","+/- 1,200","5,411","+/- 1,895","6,338","+/- 2,047","1,601",+/- 721,"14,195","+/- 2,193","7,412","+/- 2,179",487,+/- 460,331,+/- 461,"3,865","+/- 1,172","1,157",+/- 457,682,+/- 430,713,+/- 476,"1,402",+/- 854,"1,226",+/- 725,951,+/- 519,"17,561","+/- 2,687","7,336","+/- 2,093","3,179","+/- 1,081",902,+/- 515,329,+/- 254,"2,151",+/- 931,201,+/- 175,302,+/- 227,595,+/- 409,906,+/- 623,"36,413","+/- 3,204",383,+/- 312,"33,475","+/- 4,246","7,480","+/- 1,856",464,+/- 485,"11,615","+/- 2,006","2,085","+/- 1,078","1,503","+/- 1,022",N/A,N/A,697,+/- 488,"3,853","+/- 1,134",188,+/- 201,"3,335","+/- 1,146","9,631","+/- 2,227",972,+/- 605,621,+/- 359,"9,392","+/- 2,291","2,460","+/- 1,383","3,524","+/- 1,170","1,586",+/- 711,515,+/- 681,"60,898",Northeast_states
Rhode Island,"1,040,986","+/- 1,700","905,093","+/- 9,118","94,129","+/- 7,465","34,108","+/- 3,955",279,+/- 210,102,+/- 169,22,+/- 43,0,+/- 192,"2,272",+/- 941,0,+/- 195,"2,746","+/- 1,080",337,+/- 359,0,+/- 203,"1,731",+/- 795,93,+/- 118,141,+/- 236,44,+/- 97,323,+/- 308,22,+/- 43,0,+/- 157,0,+/- 170,0,+/- 189,792,+/- 865,418,+/- 319,"1,395",+/- 951,"9,091","+/- 1,920",613,+/- 549,377,+/- 437,387,+/- 459,23,+/- 33,0,+/- 165,491,+/- 787,0,+/- 206,"1,037",+/- 615,"1,696",+/- 733,0,+/- 195,"3,856","+/- 1,030",740,+/- 589,0,+/- 149,217,+/- 235,0,+/- 157,6,+/- 13,"2,178","+/- 1,890",N/A,N/A,486,+/- 419,0,+/- 155,6,+/- 13,569,+/- 607,0,+/- 185,857,+/- 772,603,+/- 424,106,+/- 150,52,+/- 78,0,+/- 149,0,+/- 193,"7,656",Northeast_states
South Carolina,"4,720,602","+/- 3,292","4,000,306","+/- 23,018","537,062","+/- 21,454","166,047","+/- 11,725","1,715",+/- 910,"1,128","+/- 1,042","2,054","+/- 1,115","1,970","+/- 2,020","9,781","+/- 2,424","2,570","+/- 1,107","3,174","+/- 1,767",313,+/- 292,417,+/- 385,"15,347","+/- 2,838","15,856","+/- 2,668",68,+/- 86,855,+/- 786,"2,421","+/- 1,119","2,828","+/- 1,049",295,+/- 363,979,+/- 767,"1,384",+/- 677,"1,852","+/- 1,104","1,094",+/- 810,"3,540","+/- 1,689","2,657","+/- 1,099","2,988","+/- 1,106","1,989","+/- 1,528","1,274",+/- 689,"1,795",+/- 764,0,+/- 165,397,+/- 368,742,+/- 505,"1,283",+/- 635,"6,386","+/- 1,930",345,+/- 315,"8,362","+/- 1,822","23,792","+/- 4,731",46,+/- 74,"9,940","+/- 3,254","1,693","+/- 1,313",584,+/- 373,"8,892","+/- 2,533","1,480",+/- 803,N/A,N/A,242,+/- 267,"2,952","+/- 1,138","5,834","+/- 1,606",164,+/- 158,184,+/- 204,"7,352","+/- 2,030","2,371","+/- 1,008","1,347","+/- 1,005","1,229",+/- 983,86,+/- 142,"17,187",South_states
South Dakota,"832,703","+/- 1,252","691,659","+/- 7,143","108,713","+/- 6,320","30,042","+/- 3,368",84,+/- 139,141,+/- 146,"1,691",+/- 892,0,+/- 192,"1,336",+/- 843,"1,690",+/- 775,0,+/- 201,0,+/- 189,26,+/- 56,464,+/- 318,191,+/- 240,87,+/- 119,25,+/- 42,349,+/- 312,286,+/- 369,"3,426","+/- 1,258",489,+/- 300,0,+/- 189,156,+/- 182,0,+/- 165,153,+/- 144,83,+/- 136,213,+/- 274,"5,375","+/- 1,293",0,+/- 208,82,+/- 107,344,+/- 324,"2,971",+/- 962,578,+/- 439,22,+/- 35,26,+/- 35,65,+/- 81,159,+/- 112,460,+/- 482,"2,916","+/- 1,247",90,+/- 114,248,+/- 344,362,+/- 284,326,+/- 375,0,+/- 200,107,+/- 159,N/A,N/A,767,+/- 811,"1,390",+/- 815,80,+/- 111,84,+/- 120,298,+/- 317,881,+/- 809,42,+/- 57,498,+/- 300,981,+/- 580,"2,289",Midwest_states
